ReturnDate,ReturnQuantity,Region,Country,Continent,ProductSKU,ProductName,ProductCost,ProductPrice
3/31/2016,1,France,France,Europe,BK-R89R-44,"Road-250 Red, 44",1518.7864,2443.35
04-01-2016,1,Germany,Germany,Europe,BK-R89B-44,"Road-250 Black, 44",1320.6838,2181.5625
04-04-2016,1,France,France,Europe,BK-R64Y-44,"Road-550-W Yellow, 44",605.6492,1000.4375
4/13/2016,1,Germany,Germany,Europe,BK-M68B-46,"Mountain-200 Black, 46",1105.81,2049.0982
4/25/2016,1,Northwest,United States,North America,BK-R50R-58,"Road-650 Red, 58",413.1463,699.0982
4/27/2016,1,Southwest,United States,North America,BK-R89B-44,"Road-250 Black, 44",1320.6838,2181.5625
05-01-2016,1,Northwest,United States,North America,BK-R50R-60,"Road-650 Red, 60",413.1463,699.0982
05-01-2016,1,Australia,Australia,Pacific,BK-M68S-38,"Mountain-200 Silver, 38",1117.8559,2071.4196
05-03-2016,1,Australia,Australia,Pacific,BK-R89R-52,"Road-250 Red, 52",1518.7864,2443.35
05-11-2016,1,France,France,Europe,BK-M68S-38,"Mountain-200 Silver, 38",1117.8559,2071.4196
5/16/2016,1,Australia,Australia,Pacific,BK-M68S-42,"Mountain-200 Silver, 42",1117.8559,2071.4196
5/21/2016,1,Southwest,United States,North America,BK-R89R-58,"Road-250 Red, 58",1320.6838,2181.5625
5/23/2016,1,Germany,Germany,Europe,BK-R50R-48,"Road-650 Red, 48",413.1463,699.0982
5/26/2016,1,France,France,Europe,BK-M68B-42,"Mountain-200 Black, 42",1105.81,2049.0982
5/27/2016,1,France,France,Europe,BK-R50R-44,"Road-650 Red, 44",413.1463,699.0982
5/31/2016,1,Southwest,United States,North America,BK-R89R-48,"Road-250 Red, 48",1518.7864,2443.35
06-10-2016,1,Southwest,United States,North America,BK-M68S-46,"Mountain-200 Silver, 46",1117.8559,2071.4196
06-12-2016,1,United Kingdom,United Kingdom,Europe,BK-R64Y-38,"Road-550-W Yellow, 38",605.6492,1000.4375
6/13/2016,1,Southwest,United States,North America,BK-R89R-58,"Road-250 Red, 58",1320.6838,2181.5625
6/15/2016,1,Southwest,United States,North America,BK-R50B-58,"Road-650 Black, 58",413.1463,699.0982
6/19/2016,1,Northwest,United States,North America,BK-R50R-48,"Road-650 Red, 48",413.1463,699.0982
6/21/2016,1,United Kingdom,United Kingdom,Europe,BK-R89R-44,"Road-250 Red, 44",1518.7864,2443.35
6/25/2016,1,France,France,Europe,BK-R89R-48,"Road-250 Red, 48",1518.7864,2443.35
6/27/2016,1,Australia,Australia,Pacific,BK-M68B-46,"Mountain-200 Black, 46",1105.81,2049.0982
07-02-2016,1,Australia,Australia,Pacific,BK-R89B-48,"Road-250 Black, 48",1320.6838,2181.5625
07-03-2016,1,Australia,Australia,Pacific,BK-M68S-42,"Mountain-200 Silver, 42",1117.8559,2071.4196
07-03-2016,1,Australia,Australia,Pacific,WB-H098,Water Bottle - 30 oz.,1.8663,4.99
07-03-2016,1,Australia,Australia,Pacific,BC-R205,Road Bottle Cage,3.3623,8.99
07-04-2016,1,Australia,Australia,Pacific,BK-M68S-46,"Mountain-200 Silver, 46",1117.8559,2071.4196
07-06-2016,1,United Kingdom,United Kingdom,Europe,TT-M928,Mountain Tire Tube,1.8663,4.99
07-07-2016,1,United Kingdom,United Kingdom,Europe,BK-M68B-38,"Mountain-200 Black, 38",1105.81,2049.0982
07-08-2016,1,Germany,Germany,Europe,BK-R64Y-38,"Road-550-W Yellow, 38",605.6492,1000.4375
07-08-2016,1,Australia,Australia,Pacific,BC-M005,Mountain Bottle Cage,3.7363,9.99
07-08-2016,1,Australia,Australia,Pacific,PK-7098,Patch Kit/8 Patches,0.8565,2.29
07-08-2016,1,Australia,Australia,Pacific,HY-1023-70,Hydration Pack - 70 oz.,20.5663,54.99
07-08-2016,1,United Kingdom,United Kingdom,Europe,PK-7098,Patch Kit/8 Patches,0.8565,2.29
07-09-2016,1,France,France,Europe,HL-U509,"Sport-100 Helmet, Black",12.0278,33.6442
07-11-2016,1,Southwest,United States,North America,WB-H098,Water Bottle - 30 oz.,1.8663,4.99
07-11-2016,1,Germany,Germany,Europe,LJ-0192-L,"Long-Sleeve Logo Jersey, L",31.7244,48.0673
07-12-2016,1,Southwest,United States,North America,BC-M005,Mountain Bottle Cage,3.7363,9.99
07-12-2016,1,France,France,Europe,BK-R64Y-48,"Road-550-W Yellow, 48",605.6492,1000.4375
7/13/2016,1,Southwest,United States,North America,BK-M68S-38,"Mountain-200 Silver, 38",1117.8559,2071.4196
7/13/2016,1,Australia,Australia,Pacific,BK-R89R-58,"Road-250 Red, 58",1320.6838,2181.5625
7/13/2016,1,Australia,Australia,Pacific,FE-6654,Fender Set - Mountain,8.2205,21.98
7/14/2016,1,Southwest,United States,North America,BK-R19B-48,"Road-750 Black, 48",343.6496,539.99
7/15/2016,1,Northwest,United States,North America,TI-R982,HL Road Tire,12.1924,32.6
7/15/2016,1,Southwest,United States,North America,BC-M005,Mountain Bottle Cage,3.7363,9.99
7/15/2016,1,France,France,Europe,RA-H123,Hitch Rack - 4-Bike,44.88,120
7/15/2016,1,France,France,Europe,TI-R982,HL Road Tire,12.1924,32.6
7/15/2016,1,United Kingdom,United Kingdom,Europe,CL-9009,Bike Wash - Dissolver,2.9733,7.95
7/16/2016,1,Northwest,United States,North America,CA-1098,AWC Logo Cap,5.7052,8.6442
7/19/2016,1,Southwest,United States,North America,TI-M823,HL Mountain Tire,13.09,35
7/22/2016,1,Northwest,United States,North America,WB-H098,Water Bottle - 30 oz.,1.8663,4.99
7/23/2016,1,Australia,Australia,Pacific,BK-R89B-52,"Road-250 Black, 52",1320.6838,2181.5625
7/23/2016,1,United Kingdom,United Kingdom,Europe,HL-U509-B,"Sport-100 Helmet, Blue",12.0278,33.6442
7/24/2016,1,United Kingdom,United Kingdom,Europe,WB-H098,Water Bottle - 30 oz.,1.8663,4.99
7/25/2016,1,Australia,Australia,Pacific,TI-M823,HL Mountain Tire,13.09,35
7/26/2016,1,Australia,Australia,Pacific,HY-1023-70,Hydration Pack - 70 oz.,20.5663,54.99
7/26/2016,1,Australia,Australia,Pacific,TT-M928,Mountain Tire Tube,1.8663,4.99
7/28/2016,1,France,France,Europe,BK-R89B-52,"Road-250 Black, 52",1320.6838,2181.5625
7/28/2016,1,Germany,Germany,Europe,FE-6654,Fender Set - Mountain,8.2205,21.98
7/29/2016,1,Germany,Germany,Europe,GL-H102-S,"Half-Finger Gloves, S",9.7136,23.5481
7/29/2016,1,Australia,Australia,Pacific,PK-7098,Patch Kit/8 Patches,0.8565,2.29
7/29/2016,1,Australia,Australia,Pacific,HY-1023-70,Hydration Pack - 70 oz.,20.5663,54.99
7/29/2016,1,United Kingdom,United Kingdom,Europe,PK-7098,Patch Kit/8 Patches,0.8565,2.29
7/30/2016,1,Germany,Germany,Europe,BK-R19B-44,"Road-750 Black, 44",343.6496,539.99
7/31/2016,1,Southwest,United States,North America,TI-R982,HL Road Tire,12.1924,32.6
7/31/2016,1,France,France,Europe,HL-U509-B,"Sport-100 Helmet, Blue",12.0278,33.6442
7/31/2016,1,Australia,Australia,Pacific,SJ-0194-M,"Short-Sleeve Classic Jersey, M",41.5723,53.99
08-01-2016,1,Southwest,United States,North America,HY-1023-70,Hydration Pack - 70 oz.,20.5663,54.99
08-01-2016,1,Australia,Australia,Pacific,ST-1401,All-Purpose Bike Stand,59.466,159
08-02-2016,1,Southwest,United States,North America,WB-H098,Water Bottle - 30 oz.,1.8663,4.99
08-02-2016,1,Canada,Canada,North America,WB-H098,Water Bottle - 30 oz.,1.8663,4.99
08-02-2016,1,Australia,Australia,Pacific,TI-R628,ML Road Tire,9.3463,24.99
08-03-2016,1,Canada,Canada,North America,LJ-0192-M,"Long-Sleeve Logo Jersey, M",31.7244,48.0673
08-03-2016,1,Canada,Canada,North America,TI-M823,HL Mountain Tire,13.09,35
08-03-2016,1,Canada,Canada,North America,TI-R982,HL Road Tire,12.1924,32.6
08-04-2016,1,Northwest,United States,North America,BC-M005,Mountain Bottle Cage,3.7363,9.99
08-05-2016,1,Southwest,United States,North America,CL-9009,Bike Wash - Dissolver,2.9733,7.95
08-05-2016,1,Southwest,United States,North America,TT-M928,Mountain Tire Tube,1.8663,4.99
08-05-2016,1,Canada,Canada,North America,HL-U509-B,"Sport-100 Helmet, Blue",12.0278,33.6442
08-06-2016,1,Germany,Germany,Europe,TT-R982,Road Tire Tube,1.4923,3.99
08-07-2016,1,Canada,Canada,North America,PK-7098,Patch Kit/8 Patches,0.8565,2.29
08-07-2016,1,Australia,Australia,Pacific,BK-R89B-48,"Road-250 Black, 48",1320.6838,2181.5625
08-07-2016,1,Australia,Australia,Pacific,PK-7098,Patch Kit/8 Patches,0.8565,2.29
08-07-2016,1,United Kingdom,United Kingdom,Europe,BC-R205,Road Bottle Cage,3.3623,8.99
08-07-2016,1,United Kingdom,United Kingdom,Europe,TI-M823,HL Mountain Tire,13.09,35
08-08-2016,1,Northwest,United States,North America,TI-M602,ML Mountain Tire,11.2163,29.99
08-08-2016,1,United Kingdom,United Kingdom,Europe,BK-R89R-58,"Road-250 Red, 58",1320.6838,2181.5625
08-09-2016,1,Australia,Australia,Pacific,BK-R89B-44,"Road-250 Black, 44",1320.6838,2181.5625
08-09-2016,1,Australia,Australia,Pacific,TI-M267,LL Mountain Tire,9.3463,24.99
08-09-2016,1,Australia,Australia,Pacific,TI-R982,HL Road Tire,12.1924,32.6
08-10-2016,1,France,France,Europe,WB-H098,Water Bottle - 30 oz.,1.8663,4.99
08-10-2016,1,Australia,Australia,Pacific,HL-U509-B,"Sport-100 Helmet, Blue",12.0278,33.6442
08-11-2016,1,Southwest,United States,North America,BK-R64Y-42,"Road-550-W Yellow, 42",605.6492,1000.4375
08-11-2016,1,Canada,Canada,North America,WB-H098,Water Bottle - 30 oz.,1.8663,4.99
08-11-2016,1,Australia,Australia,Pacific,TT-M928,Mountain Tire Tube,1.8663,4.99
08-12-2016,1,Northwest,United States,North America,TT-M928,Mountain Tire Tube,1.8663,4.99
08-12-2016,1,Southwest,United States,North America,TT-R982,Road Tire Tube,1.4923,3.99
08-12-2016,1,Southwest,United States,North America,TI-M267,LL Mountain Tire,9.3463,24.99
08-12-2016,1,Canada,Canada,North America,PK-7098,Patch Kit/8 Patches,0.8565,2.29
08-12-2016,1,Germany,Germany,Europe,WB-H098,Water Bottle - 30 oz.,1.8663,4.99
08-12-2016,1,United Kingdom,United Kingdom,Europe,GL-H102-M,"Half-Finger Gloves, M",9.7136,23.5481
08-12-2016,1,United Kingdom,United Kingdom,Europe,BK-T18U-54,"Touring-3000 Blue, 54",461.4448,742.35
8/13/2016,1,Northwest,United States,North America,BK-R64Y-44,"Road-550-W Yellow, 44",605.6492,1000.4375
8/13/2016,1,Southwest,United States,North America,BC-M005,Mountain Bottle Cage,3.7363,9.99
8/13/2016,1,Southwest,United States,North America,HY-1023-70,Hydration Pack - 70 oz.,20.5663,54.99
8/13/2016,1,Canada,Canada,North America,TT-R982,Road Tire Tube,1.4923,3.99
8/13/2016,1,United Kingdom,United Kingdom,Europe,BK-M38S-46,"Mountain-400-W Silver, 46",419.7784,769.49
8/14/2016,1,Canada,Canada,North America,LJ-0192-X,"Long-Sleeve Logo Jersey, XL",31.7244,48.0673
8/14/2016,1,France,France,Europe,TI-R092,LL Road Tire,8.0373,21.49
8/14/2016,1,Germany,Germany,Europe,HL-U509-R,"Sport-100 Helmet, Red",13.0863,34.99
8/14/2016,1,Germany,Germany,Europe,LJ-0192-S,"Long-Sleeve Logo Jersey, S",31.7244,48.0673
8/14/2016,1,Germany,Germany,Europe,TT-T092,Touring Tire Tube,1.8663,4.99
8/14/2016,1,United Kingdom,United Kingdom,Europe,HL-U509,"Sport-100 Helmet, Black",12.0278,33.6442
8/15/2016,1,Northwest,United States,North America,TT-M928,Mountain Tire Tube,1.8663,4.99
8/15/2016,1,Northwest,United States,North America,TT-R982,Road Tire Tube,1.4923,3.99
8/15/2016,1,Northwest,United States,North America,TI-M602,ML Mountain Tire,11.2163,29.99
8/15/2016,1,Canada,Canada,North America,LJ-0192-M,"Long-Sleeve Logo Jersey, M",31.7244,48.0673
8/15/2016,1,Canada,Canada,North America,BC-M005,Mountain Bottle Cage,3.7363,9.99
8/15/2016,1,Germany,Germany,Europe,TI-R092,LL Road Tire,8.0373,21.49
8/15/2016,1,United Kingdom,United Kingdom,Europe,LJ-0192-S,"Long-Sleeve Logo Jersey, S",31.7244,48.0673
8/16/2016,1,Southwest,United States,North America,BK-M68S-46,"Mountain-200 Silver, 46",1117.8559,2071.4196
8/16/2016,1,Southwest,United States,North America,FE-6654,Fender Set - Mountain,8.2205,21.98
8/16/2016,1,Canada,Canada,North America,BC-M005,Mountain Bottle Cage,3.7363,9.99
8/17/2016,1,Southwest,United States,North America,HL-U509-B,"Sport-100 Helmet, Blue",12.0278,33.6442
8/17/2016,1,France,France,Europe,TI-R628,ML Road Tire,9.3463,24.99
8/17/2016,1,Australia,Australia,Pacific,TT-R982,Road Tire Tube,1.4923,3.99
8/18/2016,1,Northwest,United States,North America,BK-M68B-42,"Mountain-200 Black, 42",1105.81,2049.0982
8/18/2016,1,France,France,Europe,WB-H098,Water Bottle - 30 oz.,1.8663,4.99
8/18/2016,1,France,France,Europe,BC-M005,Mountain Bottle Cage,3.7363,9.99
8/19/2016,2,Southwest,United States,North America,WB-H098,Water Bottle - 30 oz.,1.8663,4.99
8/19/2016,1,France,France,Europe,TI-R982,HL Road Tire,12.1924,32.6
8/19/2016,1,Germany,Germany,Europe,CA-1098,AWC Logo Cap,5.7052,8.6442
8/20/2016,1,Southwest,United States,North America,TT-R982,Road Tire Tube,1.4923,3.99
8/20/2016,1,Germany,Germany,Europe,HL-U509-B,"Sport-100 Helmet, Blue",12.0278,33.6442
8/20/2016,1,Australia,Australia,Pacific,LJ-0192-M,"Long-Sleeve Logo Jersey, M",31.7244,48.0673
8/20/2016,1,Australia,Australia,Pacific,TT-R982,Road Tire Tube,1.4923,3.99
8/20/2016,1,Australia,Australia,Pacific,TT-T092,Touring Tire Tube,1.8663,4.99
8/21/2016,1,Northwest,United States,North America,HL-U509-R,"Sport-100 Helmet, Red",13.0863,34.99
8/21/2016,1,Germany,Germany,Europe,HL-U509-R,"Sport-100 Helmet, Red",13.0863,34.99
8/22/2016,1,Southwest,United States,North America,HL-U509-B,"Sport-100 Helmet, Blue",12.0278,33.6442
8/23/2016,1,Southwest,United States,North America,WB-H098,Water Bottle - 30 oz.,1.8663,4.99
8/23/2016,1,United Kingdom,United Kingdom,Europe,BK-M68B-46,"Mountain-200 Black, 46",1105.81,2049.0982
8/24/2016,1,Northwest,United States,North America,ST-1401,All-Purpose Bike Stand,59.466,159
8/24/2016,1,Northwest,United States,North America,TI-M267,LL Mountain Tire,9.3463,24.99
8/24/2016,1,Southwest,United States,North America,BC-M005,Mountain Bottle Cage,3.7363,9.99
8/24/2016,1,Southwest,United States,North America,PK-7098,Patch Kit/8 Patches,0.8565,2.29
8/24/2016,1,Southwest,United States,North America,ST-1401,All-Purpose Bike Stand,59.466,159
8/24/2016,1,Southwest,United States,North America,TT-M928,Mountain Tire Tube,1.8663,4.99
8/24/2016,1,Canada,Canada,North America,BC-M005,Mountain Bottle Cage,3.7363,9.99
8/24/2016,1,Australia,Australia,Pacific,HL-U509-R,"Sport-100 Helmet, Red",13.0863,34.99
8/24/2016,1,Australia,Australia,Pacific,PK-7098,Patch Kit/8 Patches,0.8565,2.29
8/24/2016,1,United Kingdom,United Kingdom,Europe,PK-7098,Patch Kit/8 Patches,0.8565,2.29
8/25/2016,1,Southwest,United States,North America,HL-U509,"Sport-100 Helmet, Black",12.0278,33.6442
8/25/2016,1,Southwest,United States,North America,LJ-0192-L,"Long-Sleeve Logo Jersey, L",31.7244,48.0673
8/25/2016,1,Southwest,United States,North America,BK-T18U-54,"Touring-3000 Blue, 54",461.4448,742.35
8/25/2016,1,France,France,Europe,HY-1023-70,Hydration Pack - 70 oz.,20.5663,54.99
